iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,iran_only,20,True,0.7857142857142857,0.7958030669895076,0.7857142857142857,0.7886974368765214,0.8274356617647058
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,iran_only,20,True,0.7346938775510204,0.7613206898921185,0.7346938775510204,0.7404588954225758,0.8051470588235293
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,iran_only,20,True,0.7551020408163265,0.7745383867832847,0.7551020408163265,0.7598281417830289,0.8021599264705883
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,iran_only,20,True,0.7959183673469388,0.7991917196986321,0.7959183673469388,0.797214123744736,0.7959558823529412
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,tweets+numeric+iran,331,True,0.7551020408163265,0.7633369137128535,0.7551020408163265,0.7579547948211542,0.8262867647058825
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,tweets+numeric+iran,331,True,0.6938775510204082,0.6833819241982507,0.6938775510204082,0.6859186621206017,0.6415441176470589
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,tweets+numeric+iran,331,True,0.7857142857142857,0.7823096499071464,0.7857142857142857,0.7832228839862427,0.8550091911764706
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,tweets+numeric+iran,331,True,0.7448979591836735,0.7467444120505344,0.7448979591836735,0.7457421859534639,0.8019301470588235
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,tweets+numeric+iran,331,True,0.8163265306122449,0.8143166357452073,0.8163265306122449,0.8149564720993292,0.8216911764705883
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,tweets+numeric+iran,331,True,0.8163265306122449,0.813405362144858,0.8163265306122449,0.8133696660482376,0.8198529411764706
7,person_vs_organization,3,82,359,199,82,K-Fold,5,LogReg,numeric,11,True,0.45,0.5514113007068768,0.45,0.44185892490303436,0.6606969981818542
7,person_vs_organization,3,82,359,199,82,K-Fold,5,DecisionTree,numeric,11,True,0.528125,0.5225653004137507,0.528125,0.5251500936409904,0.5826358936794018
7,person_vs_organization,3,82,359,199,82,K-Fold,5,RandomForest,numeric,11,True,0.5609375,0.5656258295591636,0.5609375,0.5630038274082989,0.6787311478936177
7,person_vs_organization,3,82,359,199,82,K-Fold,5,SVM,numeric,11,True,0.434375,0.5393422976297425,0.434375,0.4307088884771165,0.6417302235558633
7,person_vs_organization,3,82,359,199,82,K-Fold,5,AdaBoost,numeric,11,True,0.521875,0.5789623718805703,0.521875,0.5343989155460986,0.6294281403404837
7,person_vs_organization,3,82,359,199,82,K-Fold,5,XGBoost,numeric,11,True,0.590625,0.5828320125836253,0.590625,0.5856396269792626,0.6729081180768524
7,person_vs_organization,3,82,359,199,82,K-Fold,5,LogReg,numeric+iran,31,True,0.4984375,0.6003553458932727,0.4984375,0.5030390089581337,0.685599729729932
7,person_vs_organization,3,82,359,199,82,K-Fold,5,DecisionTree,numeric+iran,31,True,0.5453125,0.5386795878779933,0.5453125,0.5414753760965303,0.5945295923443421
7,person_vs_organization,3,82,359,199,82,K-Fold,5,RandomForest,numeric+iran,31,True,0.596875,0.6079789470045094,0.596875,0.6010943308578958,0.7286448110004917
7,person_vs_organization,3,82,359,199,82,K-Fold,5,SVM,numeric+iran,31,True,0.5078125,0.6166798324157392,0.5078125,0.5173804074852446,0.6775414930063405
7,person_vs_organization,3,82,359,199,82,K-Fold,5,AdaBoost,numeric+iran,31,True,0.525,0.579329427725247,0.525,0.5365566295592369,0.6763402381900891
7,person_vs_organization,3,82,359,199,82,K-Fold,5,XGBoost,numeric+iran,31,True,0.6078125,0.5986353882679025,0.6078125,0.6015569729765697,0.7056754768044862
7,person_vs_organization,3,82,359,199,82,K-Fold,5,LogReg,desc+numeric,311,True,0.53125,0.5749795463321925,0.53125,0.5337986042490119,0.699647231718712
7,person_vs_organization,3,82,359,199,82,K-Fold,5,DecisionTree,desc+numeric,311,True,0.553125,0.5469364589165735,0.553125,0.549660866063627,0.601762282994551
7,person_vs_organization,3,82,359,199,82,K-Fold,5,RandomForest,desc+numeric,311,True,0.61875,0.6128259960679678,0.61875,0.6150018155109296,0.7081883938080934
